ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_FilterObjects2
8,22,52.36666666666667,83.36666666666666,0,22,22
8,23,65.13513513513513,85.29729729729729,0,23,23
8,24,6.5,89.0,0,24,24
8,25,18.30188679245283,89.54716981132076,0,25,25
8,26,54.516129032258064,91.64516129032258,0,26,26
8,27,74.42424242424242,91.33333333333333,0,27,27
9,1,65.03846153846153,5.6923076923076925,0,1,1
9,2,5.896551724137931,11.172413793103448,0,2,2
9,3,47.85,36.4,0,3,3
9,4,54.073170731707314,40.48780487804878,0,4,4
9,5,42.2972972972973,50.13513513513514,0,5,5
9,6,59.0,57.0,0,6,6
9,7,10.5,64.29411764705883,0,7,7
9,8,64.19148936170212,71.2127659574468,0,8,8
9,9,75.86440677966101,75.77966101694915,0,9,9
9,10,87.5,76.0,0,10,10
9,11,49.0,80.62162162162163,0,11,11
9,12,82.74418604651163,89.46511627906976,0,12,12
9,13,35.36666666666667,90.63333333333334,0,13,13
9,14,67.7,92.15,0,14,14
10,1,68.0,6.5,0,1,1
10,2,29.914285714285715,10.8,0,2,2
10,3,88.38888888888889,16.86111111111111,0,3,3
10,4,63.8780487804878,19.78048780487805,0,4,4
10,5,16.214285714285715,20.5,0,5,5
10,6,48.75675675675676,23.83783783783784,0,6,6
10,7,91.02777777777777,35.30555555555556,0,7,7
10,8,53.84848484848485,38.72727272727273,0,8,8
10,9,84.79310344827586,54.62068965517241,0,9,9
10,10,16.514285714285716,62.34285714285714,0,10,10
10,11,58.375,63.15625,0,11,11
10,12,29.625,66.15625,0,12,12
10,13,6.848484848484849,74.27272727272727,0,13,13
10,14,92.5,77.5,0,14,14
10,15,86.5,89.5,0,15,15
11,1,37.4,8.333333333333334,0,1,1
11,2,23.057142857142857,13.285714285714286,0,2,2
11,3,49.645161290322584,13.741935483870968,0,3,3
11,4,68.15625,19.375,0,4,4
11,5,33.2,30.5,0,5,5
11,6,10.333333333333334,31.77777777777778,0,6,6
11,7,60.294117647058826,31.5,0,7,7
11,8,49.0,34.5,0,8,8
11,9,19.75,39.75,0,9,9
11,10,91.375,39.84375,0,10,10
11,11,44.388888888888886,67.86111111111111,0,11,11
11,12,32.15625,79.625,0,12,12
11,13,63.5,85.0,0,13,13
11,14,10.38888888888889,86.86111111111111,0,14,14
12,1,74.3,5.9,0,1,1
12,2,10.813953488372093,15.534883720930232,0,2,2
12,3,32.676923076923075,17.8,0,3,3
12,4,45.31818181818182,22.636363636363637,0,4,4
12,5,52.5,24.5,0,5,5
12,6,14.163636363636364,30.527272727272727,0,6,6
12,7,74.6842105263158,36.23684210526316,0,7,7
12,8,86.35,38.125,0,8,8
12,9,51.5,49.03703703703704,0,9,9
12,10,67.70588235294117,48.5,0,10,10
12,11,88.25714285714285,54.542857142857144,0,11,11
12,12,25.56756756756757,61.75675675675676,0,12,12
12,13,16.264705882352942,67.0,0,13,13
12,14,33.97222222222222,68.08333333333333,0,14,14
12,15,63.78947368421053,69.89473684210526,0,15,15
12,16,71.6842105263158,72.73684210526316,0,16,16
12,17,38.27450980392157,82.25490196078431,0,17,17
12,18,68.5,88.82608695652173,0,18,18
13,1,14.944444444444445,6.111111111111111,0,1,1
13,2,18.5,9.5,0,2,2
13,3,54.84375,9.625,0,3,3
13,4,85.375,13.84375,0,4,4
13,5,48.294117647058826,14.5,0,5,5
13,6,5.7272727272727275,15.5,0,6,6
13,7,57.87179487179487,25.128205128205128,0,7,7
13,8,69.4047619047619,26.357142857142858,0,8,8
13,9,13.326086956521738,28.67391304347826,0,9,9
13,10,90.775,34.3,0,10,10
13,11,57.30555555555556,38.30555555555556,0,11,11
13,12,15.15625,59.375,0,12,12
13,13,58.12820512820513,59.87179487179487,0,13,13
13,14,33.5,60.8,0,14,14
13,15,40.5,72.70588235294117,0,15,15
13,16,31.0,84.0,0,16,16
13,17,13.333333333333334,89.75757575757575,0,17,17
13,18,24.093023255813954,90.93023255813954,0,18,18
13,19,64.47058823529412,90.5,0,19,19
14,1,74.79545454545455,12.113636363636363,0,1,1
14,2,47.36666666666667,14.633333333333333,0,2,2
14,3,63.11363636363637,22.636363636363637,0,3,3
14,4,9.085106382978724,26.51063829787234,0,4,4
14,5,85.25714285714285,28.457142857142856,0,5,5
14,6,37.97222222222222,35.083333333333336,0,6,6
14,7,66.5,36.705882352941174,0,7,7
14,8,17.71698113207547,39.716981132075475,0,8,8
14,9,48.027027027027025,47.37837837837838,0,9,9
14,10,25.736842105263158,53.78947368421053,0,10,10
14,11,12.238095238095237,54.54761904761905,0,11,11
14,12,42.5,55.294117647058826,0,12,12
14,13,69.75675675675676,60.4054054054054,0,13,13
14,14,45.5,64.5,0,14,14
14,15,72.0,71.0,0,15,15
14,16,65.5,77.8,0,16,16
14,17,40.09090909090909,85.76363636363637,0,17,17
15,1,37.25581395348837,6.4186046511627906,0,1,1
15,2,47.6,12.177777777777777,0,2,2
15,3,23.6,16.7,0,3,3
15,4,6.264705882352941,20.0,0,4,4
15,5,83.39473684210526,25.657894736842106,0,5,5
15,6,74.87179487179488,31.128205128205128,0,6,6
15,7,63.5,32.0,0,7,7
15,8,85.38888888888889,36.138888888888886,0,8,8
15,9,42.294117647058826,38.5,0,9,9
15,10,33.87179487179487,43.12820512820513,0,10,10
15,11,32.5,66.5,0,11,11
15,12,26.38888888888889,74.13888888888889,0,12,12
16,1,72.77142857142857,6.257142857142857,0,1,1
16,2,40.07142857142857,13.023809523809524,0,2,2
16,3,5.777777777777778,16.0,0,3,3
16,4,84.0,19.41025641025641,0,4,4
16,5,71.60606060606061,21.515151515151516,0,5,5
16,6,37.354838709677416,32.25806451612903,0,6,6
16,7,46.5,33.5,0,7,7
16,8,30.565217391304348,49.71739130434783,0,8,8
16,9,81.80851063829788,55.361702127659576,0,9,9
16,10,92.125,55.666666666666664,0,10,10
16,11,63.5,57.0,0,11,11
16,12,18.5,59.5,0,12,12
16,13,51.0,64.0,0,13,13
16,14,16.210526315789473,69.15789473684211,0,14,14
16,15,38.5,70.5,0,15,15
16,16,32.7027027027027,74.10810810810811,0,16,16
16,17,46.97222222222222,78.91666666666667,0,17,17
16,18,24.5,84.0,0,18,18
16,19,62.0,86.0,0,19,19
16,20,30.5,86.6470588235294,0,20,20
16,21,23.5,92.0,0,21,21
17,1,16.11764705882353,7.862745098039215,0,1,1
17,2,57.5,9.5,0,2,2
17,3,28.606060606060606,18.515151515151516,0,3,3
17,4,47.5,24.3,0,4,4
17,5,82.25806451612904,26.93548387096774,0,5,5
17,6,20.484848484848484,29.393939393939394,0,6,6
17,7,77.86046511627907,32.348837209302324,0,7,7
17,8,41.861111111111114,34.611111111111114,0,8,8
17,9,15.84375,42.625,0,9,9
17,10,76.0,52.0,0,10,10
17,11,45.388888888888886,53.861111111111114,0,11,11
17,12,36.12820512820513,54.87179487179487,0,12,12
17,13,25.5,68.0,0,13,13
17,14,62.82608695652174,71.5,0,14,14
17,15,37.5,73.29411764705883,0,15,15
17,16,6.84375,79.375,0,16,16
17,17,12.675,86.3,0,17,17
17,18,78.84848484848484,87.72727272727273,0,18,18
18,1,80.5,6.0,0,1,1
18,2,51.705882352941174,8.5,0,2,2
18,3,25.5,15.0,0,3,3
18,4,37.0,20.5,0,4,4
18,5,52.075,21.025,0,5,5
18,6,46.0,22.0,0,6,6
18,7,67.5,24.5,0,7,7
18,8,5.3,27.0,0,8,8
18,9,91.35483870967742,32.25806451612903,0,9,9
18,10,62.44444444444444,36.30555555555556,0,10,10
18,11,39.375,38.15625,0,11,11
18,12,88.56818181818181,44.63636363636363,0,12,12
18,13,16.86111111111111,47.388888888888886,0,13,13
18,14,77.68571428571428,47.6,0,14,14
18,15,6.206896551724138,50.37931034482759,0,15,15
18,16,24.59259259259259,51.48148148148148,0,16,16
18,17,49.63333333333333,52.63333333333333,0,17,17
18,18,37.84375,57.375,0,18,18
18,19,60.5,56.705882352941174,0,19,19
18,20,19.5,58.0,0,20,20
18,21,69.61111111111111,58.138888888888886,0,21,21
18,22,82.0,57.5,0,22,22
18,23,31.38888888888889,65.13888888888889,0,23,23
18,24,42.1764705882353,65.82352941176471,0,24,24
18,25,53.611111111111114,65.86111111111111,0,25,25
18,26,76.5,72.5,0,26,26
18,27,86.82857142857142,75.68571428571428,0,27,27
18,28,92.47619047619048,78.28571428571429,0,28,28
18,29,56.625,83.15625,0,29,29
18,30,35.60606060606061,85.51515151515152,0,30,30
18,31,19.342105263157894,88.60526315789474,0,31,31
18,32,6.5,89.0,0,32,32
18,33,82.15151515151516,90.0909090909091,0,33,33
18,34,42.333333333333336,92.125,0,34,34
18,35,61.03030303030303,91.81818181818181,0,35,35
18,36,91.5,92.27272727272727,0,36,36
18,37,53.0,92.5,0,37,37
19,1,62.26923076923077,5.423076923076923,0,1,1
19,2,26.5,6.0,0,2,2
19,3,75.12820512820512,8.871794871794872,0,3,3
19,4,35.36666666666667,9.366666666666667,0,4,4
19,5,43.609756097560975,10.512195121951219,0,5,5
19,6,59.26470588235294,14.0,0,6,6
19,7,10.0,16.5,0,7,7
19,8,43.0,21.5,0,8,8
19,9,34.87179487179487,25.128205128205128,0,9,9
19,10,6.096774193548387,26.806451612903224,0,10,10
19,11,19.666666666666668,27.615384615384617,0,11,11
19,12,49.6764705882353,29.852941176470587,0,12,12
19,13,14.4,35.285714285714285,0,13,13
19,14,34.8235294117647,34.8235294117647,0,14,14
19,15,75.5,37.5,0,15,15
19,16,45.27272727272727,40.36363636363637,0,16,16
19,17,31.714285714285715,44.94285714285714,0,17,17
19,18,91.63333333333334,45.36666666666667,0,18,18
19,19,60.5,47.785714285714285,0,19,19
19,20,76.97222222222223,48.916666666666664,0,20,20
19,21,51.0,52.5,0,21,21
19,22,43.60526315789474,56.5,0,22,22
19,23,26.878048780487806,57.073170731707314,0,23,23
19,24,68.75757575757575,56.36363636363637,0,24,24
19,25,49.926829268292686,64.04878048780488,0,25,25
19,26,82.84375,65.375,0,26,26
19,27,54.285714285714285,66.96428571428571,0,27,27
19,28,72.75757575757575,68.48484848484848,0,28,28
19,29,64.28125,70.03125,0,29,29
19,30,59.24390243902439,73.65853658536585,0,30,30
19,31,79.22222222222223,75.88888888888889,0,31,31
19,32,6.0,77.5,0,32,32
19,33,71.26470588235294,82.0,0,33,33
19,34,62.8,88.5,0,34,34
19,35,81.29629629629629,91.11111111111111,0,35,35
19,36,87.61904761904762,92.07142857142857,0,36,36
20,1,85.13513513513513,8.08108108108108,0,1,1
20,2,14.75,15.15625,0,2,2
20,3,65.5,15.5,0,3,3
20,4,90.625,21.84375,0,4,4
20,5,46.297872340425535,25.382978723404257,0,5,5
20,6,34.083333333333336,28.97222222222222,0,6,6
20,7,55.21052631578947,29.157894736842106,0,7,7
20,8,64.25,30.5,0,8,8
20,9,10.441176470588236,33.35294117647059,0,9,9
20,10,55.95454545454545,35.86363636363637,0,10,10
20,11,37.0,36.5,0,11,11
20,12,25.317073170731707,37.853658536585364,0,12,12
20,13,8.64516129032258,40.193548387096776,0,13,13
20,14,83.5,46.5,0,14,14
20,15,15.552631578947368,47.6578947368421,0,15,15
20,16,47.138888888888886,47.611111111111114,0,16,16
20,17,8.76923076923077,52.63461538461539,0,17,17
20,18,38.5,53.785714285714285,0,18,18
20,19,47.170731707317074,60.1219512195122,0,19,19
20,20,58.78,59.96,0,20,20
20,21,30.470588235294116,60.5,0,21,21
20,22,22.612903225806452,70.74193548387096,0,22,22
20,23,69.70588235294117,72.5,0,23,23
20,24,9.725,73.925,0,24,24
20,25,91.20370370370371,73.83333333333333,0,25,25
20,26,91.5,87.5,0,26,26
20,27,71.125,91.33333333333333,0,27,27
20,28,54.22727272727273,92.5909090909091,0,28,28
21,1,14.5,7.5,0,1,1
21,2,87.87179487179488,8.128205128205128,0,2,2
21,3,6.777777777777778,11.666666666666666,0,3,3
21,4,45.7027027027027,14.621621621621621,0,4,4
21,5,57.58974358974359,14.0,0,5,5
21,6,84.48717948717949,19.358974358974358,0,6,6
21,7,7.548387096774194,22.677419354838708,0,7,7
21,8,51.388888888888886,22.13888888888889,0,8,8
21,9,25.97222222222222,23.916666666666668,0,9,9
21,10,12.714285714285714,26.285714285714285,0,10,10
21,11,82.375,28.15625,0,11,11
21,12,21.36,28.76,0,12,12
21,13,67.42622950819673,29.721311475409838,0,13,13
21,14,39.84375,36.625,0,14,14
21,15,82.0,35.5,0,15,15
21,16,10.394736842105264,36.6578947368421,0,16,16
21,17,92.5909090909091,43.22727272727273,0,17,17
21,18,45.45161290322581,43.903225806451616,0,18,18
21,19,12.875,50.0,0,19,19
21,20,44.85,53.3,0,20,20
21,21,7.366666666666666,56.36666666666667,0,21,21
21,22,72.5,58.5,0,22,22
21,23,61.5,59.5,0,23,23
21,24,44.72727272727273,64.63636363636364,0,24,24
21,25,86.95121951219512,65.4390243902439,0,25,25
21,26,52.5,65.70588235294117,0,26,26
21,27,61.975,67.925,0,27,27
21,28,20.47826086956522,70.34782608695652,0,28,28
21,29,20.114285714285714,74.68571428571428,0,29,29
21,30,67.70270270270271,76.16216216216216,0,30,30
21,31,37.138888888888886,78.61111111111111,0,31,31
21,32,5.777777777777778,81.0,0,32,32
21,33,26.77777777777778,85.83333333333333,0,33,33
21,34,90.5,86.29411764705883,0,34,34
21,35,14.864864864864865,87.91891891891892,0,35,35
21,36,31.452380952380953,89.04761904761905,0,36,36
21,37,74.28571428571429,91.96428571428571,0,37,37
22,1,45.8,5.88,0,1,1
22,2,89.61904761904762,5.714285714285714,0,2,2
22,3,37.5,10.294117647058824,0,3,3
22,4,61.06382978723404,10.72340425531915,0,4,4
22,5,85.58974358974359,11.974358974358974,0,5,5
22,6,74.5,14.5,0,6,6
22,7,20.591836734693878,17.367346938775512,0,7,7
22,8,50.5,17.5,0,8,8
22,9,67.97222222222223,19.694444444444443,0,9,9
22,10,32.84375,21.625,0,10,10
22,11,43.138888888888886,20.61111111111111,0,11,11
22,12,78.5,21.272727272727273,0,12,12
22,13,5.5,25.5,0,13,13
22,14,69.72413793103448,30.655172413793103,0,14,14
22,15,26.366666666666667,37.36666666666667,0,15,15
22,16,84.46341463414635,42.09756097560975,0,16,16
22,17,31.145833333333332,45.791666666666664,0,17,17
22,18,15.285714285714286,52.94285714285714,0,18,18
22,19,5.7368421052631575,55.31578947368421,0,19,19
22,20,24.5,57.214285714285715,0,20,20
22,21,83.5,58.5,0,21,21
22,22,11.129032258064516,64.90322580645162,0,22,22
22,23,43.0,65.38709677419355,0,23,23
22,24,21.472727272727273,66.30909090909091,0,24,24
22,25,67.37735849056604,67.15094339622641,0,25,25
22,26,75.5,74.0,0,26,26
22,27,58.62068965517241,75.48275862068965,0,27,27
22,28,32.06521739130435,80.8695652173913,0,28,28
22,29,63.3448275862069,81.27586206896552,0,29,29
22,30,69.775,86.925,0,30,30
22,31,41.833333333333336,90.46296296296296,0,31,31
22,32,28.0,92.5,0,32,32
23,1,88.46511627906976,8.930232558139535,0,1,1
23,2,73.45652173913044,15.869565217391305,0,2,2
23,3,64.48648648648648,18.08108108108108,0,3,3
23,4,92.10344827586206,23.17241379310345,0,4,4
23,5,29.625,27.84375,0,5,5
23,6,71.0,33.0,0,6,6
23,7,54.5,34.7,0,7,7
23,8,91.5,35.5,0,8,8
23,9,36.5,37.0,0,9,9
23,10,83.11627906976744,42.116279069767444,0,10,10
23,11,50.60606060606061,45.484848484848484,0,11,11
23,12,71.10526315789474,46.21052631578947,0,12,12
23,13,21.694444444444443,47.97222222222222,0,13,13
23,14,78.15625,56.625,0,14,14
23,15,5.5,69.5,0,15,15
23,16,65.5,70.5,0,16,16
23,17,30.305555555555557,83.30555555555556,0,17,17
24,1,59.60606060606061,26.515151515151516,0,1,1
24,2,90.86486486486487,27.2972972972973,0,2,2
24,3,18.771428571428572,37.628571428571426,0,3,3
24,4,86.17142857142858,43.714285714285715,0,4,4
24,5,8.5,50.5,0,5,5
24,6,28.15625,53.625,0,6,6
24,7,87.13888888888889,53.611111111111114,0,7,7
24,8,69.0,55.794871794871796,0,8,8
24,9,17.90909090909091,60.84848484848485,0,9,9
24,10,86.5,62.5,0,10,10
24,11,76.38888888888889,63.861111111111114,0,11,11
24,12,27.625,65.15625,0,12,12
24,13,54.32608695652174,66.32608695652173,0,13,13
24,14,19.5,73.5,0,14,14
24,15,28.317073170731707,82.14634146341463,0,15,15
24,16,47.67567567567568,85.4054054054054,0,16,16
24,17,57.3235294117647,89.08823529411765,0,17,17
24,18,80.96969696969697,89.81818181818181,0,18,18
25,1,52.97222222222222,14.694444444444445,0,1,1
25,2,61.810810810810814,19.243243243243242,0,2,2
25,3,21.692307692307693,21.384615384615383,0,3,3
25,4,16.238095238095237,23.452380952380953,0,4,4
25,5,49.97222222222222,28.694444444444443,0,5,5
25,6,19.0,31.0,0,6,6
25,7,59.34615384615385,35.5,0,7,7
25,8,78.13888888888889,40.611111111111114,0,8,8
25,9,54.8235294117647,45.1764705882353,0,9,9
25,10,91.30555555555556,44.97222222222222,0,10,10
25,11,67.3170731707317,50.65853658536585,0,11,11
25,12,25.210526315789473,54.1578947368421,0,12,12
25,13,56.7027027027027,58.83783783783784,0,13,13
25,14,49.8235294117647,68.17647058823529,0,14,14
25,15,89.48717948717949,73.1025641025641,0,15,15
25,16,26.5,76.8,0,16,16
25,17,49.0,77.26470588235294,0,17,17
25,18,37.5,79.5,0,18,18
25,19,50.26470588235294,87.0,0,19,19
25,20,39.0,91.0,0,20,20
26,1,5.8125,8.5,0,1,1
26,2,18.38888888888889,17.13888888888889,0,2,2
26,3,32.75609756097561,27.0,0,3,3
26,4,19.633333333333333,27.633333333333333,0,4,4
26,5,24.75609756097561,37.0,0,5,5
26,6,44.0,40.333333333333336,0,6,6
26,7,26.75609756097561,47.0,0,7,7
26,8,9.5,48.294117647058826,0,8,8
26,9,29.916666666666668,61.97222222222222,0,9,9
26,10,40.5,64.0,0,10,10
26,11,31.916666666666668,75.02777777777777,0,11,11
26,12,28.94871794871795,84.15384615384616,0,12,12
27,1,61.7027027027027,13.135135135135135,0,1,1
27,2,71.34146341463415,13.634146341463415,0,2,2
27,3,14.565217391304348,14.521739130434783,0,3,3
27,4,48.69444444444444,18.97222222222222,0,4,4
27,5,30.805555555555557,20.0,0,5,5
27,6,60.27272727272727,25.181818181818183,0,6,6
27,7,13.942857142857143,26.34285714285714,0,7,7
27,8,30.28205128205128,26.153846153846153,0,8,8
27,9,71.625,28.84375,0,9,9
27,10,54.21052631578947,39.13157894736842,0,10,10
27,11,68.03846153846153,39.65384615384615,0,11,11
27,12,63.729729729729726,44.0,0,12,12
27,13,28.366666666666667,45.36666666666667,0,13,13
27,14,36.78947368421053,48.8421052631579,0,14,14
27,15,84.79310344827586,49.37931034482759,0,15,15
27,16,61.13513513513514,52.7027027027027,0,16,16
27,17,22.25,56.75,0,17,17
27,18,41.861111111111114,62.388888888888886,0,18,18
27,19,74.48484848484848,72.15151515151516,0,19,19
27,20,36.13513513513514,76.51351351351352,0,20,20
27,21,80.45714285714286,77.77142857142857,0,21,21
27,22,57.625,77.84375,0,22,22
27,23,47.0,80.0,0,23,23
27,24,80.36666666666666,90.63333333333334,0,24,24
27,25,34.1578947368421,92.15789473684211,0,25,25
28,1,9.666666666666666,8.757575757575758,0,1,1
28,2,87.675,13.025,0,2,2
28,3,10.214285714285714,17.5,0,3,3
28,4,75.5,18.5,0,4,4
28,5,38.1578947368421,19.842105263157894,0,5,5
28,6,63.0,19.5,0,6,6
28,7,70.45714285714286,25.742857142857144,0,7,7
28,8,31.735294117647058,29.0,0,8,8
28,9,52.625,30.84375,0,9,9
28,10,12.272727272727273,32.18181818181818,0,10,10
28,11,43.0,32.0,0,11,11
28,12,80.0,33.5,0,12,12
28,13,69.62068965517241,33.793103448275865,0,13,13
28,14,23.068181818181817,36.22727272727273,0,14,14
28,15,50.5,41.5,0,15,15
28,16,14.0,43.5,0,16,16
28,17,59.375,46.15625,0,17,17
28,18,30.666666666666668,48.22222222222222,0,18,18
28,19,85.0,49.0,0,19,19
