ImageNumber,ObjectNumber,Children_FilterObjects1_Count,Children_IdentifyPrimaryObjects2_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
15,8,1,1,82.61111111111111,25.72222222222222,0,8
15,9,1,1,74.0,31.210526315789473,0,9
15,10,1,1,62.4,31.92,0,10
15,11,0,0,49.61538461538461,33.15384615384615,0,11
15,12,1,1,84.5,36.5,0,12
15,13,1,1,42.1578947368421,38.526315789473685,0,13
15,14,1,1,49.705882352941174,38.411764705882355,0,14
15,15,1,1,32.77777777777778,43.5,0,15
15,16,0,0,88.0,46.31578947368421,0,16
15,17,0,0,81.42307692307692,47.57692307692308,0,17
15,18,0,0,75.15789473684211,51.0,0,18
15,19,0,0,82.0,55.0,0,19
15,20,1,1,40.44,57.08,0,20
15,21,0,0,14.842105263157896,66.73684210526316,0,21
15,22,1,1,31.5,66.5,0,22
15,23,1,1,25.5,74.0,0,23
15,24,0,0,42.0,73.5,0,24
15,25,1,1,34.42307692307692,86.03846153846153,0,25
15,26,0,0,78.88888888888889,93.05555555555556,0,26
16,1,1,1,71.23076923076923,5.846153846153846,0,1
16,2,1,1,47.5,6.777777777777778,0,2
16,3,1,1,37.4,12.2,0,3
16,4,1,1,40.92857142857143,13.785714285714286,0,4
16,5,0,0,61.73684210526316,15.105263157894736,0,5
16,6,1,1,4.846153846153846,16.0,0,6
16,7,1,1,83.10526315789474,19.57894736842105,0,7
16,8,0,0,37.5625,22.25,0,8
16,9,1,1,70.6470588235294,21.470588235294116,0,9
16,10,0,0,13.0,24.0,0,10
16,11,1,1,36.5,32.285714285714285,0,11
16,12,1,1,45.64705882352941,33.529411764705884,0,12
16,13,0,0,81.63636363636364,34.5,0,13
16,14,0,0,61.294117647058826,37.76470588235294,0,14
16,15,1,1,31.2,38.0,0,15
16,16,1,1,40.95,46.7,0,16
16,17,1,1,29.238095238095237,50.19047619047619,0,17
16,18,1,1,80.41379310344827,55.3448275862069,0,18
16,19,1,1,91.5,55.77777777777778,0,19
16,20,1,1,62.333333333333336,57.0,0,20
16,21,1,1,17.5,59.5,0,21
16,22,1,1,49.96153846153846,64.07692307692308,0,22
16,23,1,1,15.11111111111111,69.27777777777777,0,23
16,24,0,0,84.07692307692308,69.23076923076923,0,24
16,25,1,1,37.61538461538461,70.38461538461539,0,25
16,26,1,1,31.5,74.5,0,26
16,27,1,1,45.88235294117647,78.58823529411765,0,27
16,28,1,1,23.2,84.0,0,28
16,29,1,1,61.166666666666664,85.88888888888889,0,29
16,30,1,1,29.772727272727273,86.5909090909091,0,30
16,31,1,1,22.5,93.0,0,31
17,1,1,1,15.28,7.88,0,1
17,2,0,0,26.0,10.0,0,2
17,3,1,1,56.54545454545455,9.5,0,3
17,4,0,0,88.0,10.5,0,4
17,5,1,1,40.45454545454545,12.030303030303031,0,5
17,6,1,1,27.894736842105264,18.42105263157895,0,6
17,7,0,0,89.85714285714286,22.571428571428573,0,7
17,8,1,1,46.80952380952381,24.333333333333332,0,8
17,9,0,0,7.869565217391305,25.52173913043478,0,9
17,10,1,1,80.9090909090909,27.09090909090909,0,10
17,11,1,1,19.5,29.22222222222222,0,11
17,12,0,0,92.125,29.875,0,12
17,13,1,1,76.5,32.5,0,13
17,14,1,1,41.0,34.5,0,14
17,15,1,1,61.68181818181818,36.45454545454545,0,15
17,16,0,0,65.85714285714286,36.142857142857146,0,16
17,17,1,1,14.722222222222221,42.888888888888886,0,17
17,18,0,0,59.125,48.875,0,18
17,19,1,1,75.15789473684211,51.8421052631579,0,19
17,20,0,0,15.2,54.2,0,20
17,21,1,1,44.5,53.5,0,21
17,22,1,1,34.90909090909091,54.90909090909091,0,22
17,23,0,0,53.0,56.0,0,23
17,24,1,1,24.142857142857142,68.19047619047619,0,24
17,25,1,1,62.08,71.56,0,25
17,26,1,1,36.5,73.22222222222223,0,26
17,27,1,1,69.5,73.22222222222223,0,27
17,28,1,1,79.4,73.4,0,28
17,29,1,1,6.0,79.33333333333333,0,29
17,30,1,1,63.5,85.5,0,30
17,31,1,1,11.666666666666666,86.28571428571429,0,31
17,32,1,1,77.6,87.6,0,32
18,1,1,1,79.5,6.0,0,1
18,2,1,1,51.0,8.5,0,2
18,3,1,1,17.23076923076923,9.23076923076923,0,3
18,4,1,1,58.0,9.307692307692308,0,4
18,5,1,1,78.42105263157895,15.105263157894736,0,5
18,6,1,1,24.294117647058822,15.294117647058824,0,6
18,7,1,1,36.142857142857146,20.714285714285715,0,7
18,8,1,1,50.96666666666667,21.4,0,8
18,9,1,1,45.6,22.4,0,9
18,10,1,1,66.47058823529412,24.647058823529413,0,10
18,11,1,1,4.454545454545454,26.727272727272727,0,11
18,12,0,0,32.76923076923077,29.115384615384617,0,12
18,13,1,1,89.88888888888889,32.27777777777778,0,13
18,14,0,0,79.95,33.9,0,14
18,15,1,1,61.31818181818182,36.54545454545455,0,15
18,16,1,1,38.333333333333336,38.0,0,16
18,17,1,1,87.14285714285714,45.0,0,17
18,18,1,1,15.894736842105264,47.421052631578945,0,18
18,19,1,1,76.75,47.75,0,19
18,20,1,1,5.294117647058823,50.294117647058826,0,20
18,21,1,1,23.6,51.4,0,21
18,22,1,1,48.27777777777778,52.388888888888886,0,22
18,23,1,1,37.0,57.5,0,23
18,24,1,1,59.4,56.93333333333333,0,24
18,25,1,1,18.071428571428573,57.714285714285715,0,25
18,26,1,1,68.5,58.0,0,26
18,27,1,1,80.85714285714286,57.523809523809526,0,27
18,28,0,0,15.88,64.0,0,28
18,29,1,1,30.5,65.0,0,29
18,30,1,1,40.94117647058823,66.23529411764706,0,30
18,31,1,1,52.94736842105263,65.84210526315789,0,31
18,32,0,0,17.0,72.5,0,32
18,33,1,1,75.72727272727273,72.5,0,33
18,34,1,1,85.95238095238095,75.80952380952381,0,34
18,35,0,0,67.57142857142857,78.61904761904762,0,35
18,36,1,1,90.96551724137932,77.96551724137932,0,36
18,37,1,1,55.5,83.22222222222223,0,37
18,38,1,1,34.5,85.5,0,38
18,39,1,1,18.636363636363637,88.4090909090909,0,39
18,40,1,1,5.388888888888889,89.22222222222223,0,40
18,41,1,1,81.3529411764706,89.82352941176471,0,41
18,42,1,1,41.4,92.6,0,42
18,43,1,1,51.733333333333334,92.4,0,43
18,44,1,1,60.10526315789474,92.42105263157895,0,44
18,45,1,1,90.1875,92.8125,0,45
19,1,1,1,61.0,5.5,0,1
19,2,1,1,25.142857142857142,5.928571428571429,0,2
19,3,0,0,17.130434782608695,6.739130434782608,0,3
19,4,1,1,74.38095238095238,8.571428571428571,0,4
19,5,1,1,34.77777777777778,9.5,0,5
19,6,1,1,42.5,10.5,0,6
19,7,1,1,58.375,14.25,0,7
19,8,1,1,9.5,16.5,0,8
19,9,0,0,66.18181818181819,15.545454545454545,0,9
19,10,0,0,29.615384615384617,17.615384615384617,0,10
19,11,1,1,42.11764705882353,21.58823529411765,0,11
19,12,1,1,20.333333333333332,23.133333333333333,0,12
19,13,1,1,33.88235294117647,25.41176470588235,0,13
19,14,1,1,5.285714285714286,26.5,0,14
19,15,0,0,92.125,28.125,0,15
19,16,1,1,18.65,28.45,0,16
19,17,1,1,48.8421052631579,30.157894736842106,0,17
19,18,0,0,58.8125,33.375,0,18
19,19,1,1,13.4,35.4,0,19
19,20,1,1,34.0,35.0,0,20
19,21,1,1,25.125,35.875,0,21
19,22,1,1,74.4090909090909,36.77272727272727,0,22
19,23,1,1,44.36363636363637,40.54545454545455,0,23
19,24,1,1,30.90909090909091,44.90909090909091,0,24
19,25,1,1,90.85714285714286,45.476190476190474,0,25
19,26,1,1,59.5,47.714285714285715,0,26
19,27,1,1,77.6875,49.4375,0,27
19,28,1,1,49.94736842105263,52.63157894736842,0,28
19,29,0,0,66.625,54.4375,0,29
19,30,1,1,26.115384615384617,57.0,0,30
19,31,0,0,42.7,56.6,0,31
19,32,1,1,68.91304347826087,58.04347826086956,0,32
19,33,0,0,36.0,60.857142857142854,0,33
19,34,1,1,49.4,64.11428571428571,0,34
19,35,1,1,82.25,65.65,0,35
19,36,0,0,52.94117647058823,67.47058823529412,0,36
19,37,1,1,88.82758620689656,67.17241379310344,0,37
19,38,1,1,37.36363636363637,69.0909090909091,0,38
19,39,1,1,72.11111111111111,68.61111111111111,0,39
19,40,0,0,19.555555555555557,69.66666666666667,0,40
19,41,1,1,62.8,71.08,0,41
19,42,1,1,57.91304347826087,73.69565217391305,0,42
19,43,1,1,75.6875,74.5,0,43
19,44,1,1,79.38461538461539,76.76923076923077,0,44
19,45,1,1,4.8,77.5,0,45
19,46,1,1,83.5,77.5,0,46
19,47,1,1,35.714285714285715,79.35714285714286,0,47
19,48,1,1,40.05263157894737,81.47368421052632,0,48
19,49,1,1,70.5,82.0,0,49
19,50,1,1,52.214285714285715,84.64285714285714,0,50
19,51,0,0,34.7,87.3,0,51
19,52,1,1,61.89473684210526,88.57894736842105,0,52
19,53,1,1,4.875,91.125,0,53
19,54,1,1,81.10526315789474,91.42105263157895,0,54
19,55,1,1,86.76923076923077,92.5,0,55
20,1,0,0,47.2,6.066666666666666,0,1
20,2,0,0,52.93333333333333,6.133333333333334,0,2
20,3,1,1,84.15789473684211,8.31578947368421,0,3
20,4,0,0,29.035714285714285,11.25,0,4
20,5,0,0,40.785714285714285,11.357142857142858,0,5
20,6,1,1,13.761904761904763,15.0,0,6
20,7,0,0,30.11111111111111,15.222222222222221,0,7
20,8,1,1,49.8421052631579,16.31578947368421,0,8
20,9,1,1,64.15789473684211,15.157894736842104,0,9
20,10,1,1,89.5,22.0,0,10
20,11,1,1,45.5,26.0,0,11
20,12,1,1,17.047619047619047,25.80952380952381,0,12
20,13,1,1,33.411764705882355,28.88235294117647,0,13
20,14,1,1,54.125,29.875,0,14
20,15,1,1,63.35,30.45,0,15
20,16,1,1,9.363636363636363,33.59090909090909,0,16
20,17,1,1,36.26315789473684,36.73684210526316,0,17
20,18,1,1,54.95454545454545,35.18181818181818,0,18
20,19,1,1,24.44,38.08,0,19
20,20,0,0,75.58333333333333,37.666666666666664,0,20
20,21,1,1,7.625,40.1875,0,21
20,22,0,0,66.8,41.55,0,22
20,23,0,0,71.61538461538461,40.76923076923077,0,23
20,24,1,1,54.25,42.6,0,24
20,25,1,1,67.30434782608695,46.65217391304348,0,25
20,26,1,1,82.6,46.6,0,26
20,27,1,1,13.633333333333333,48.5,0,27
20,28,1,1,46.1,47.7,0,28
20,29,1,1,7.6,52.88,0,29
20,30,0,0,37.5,53.714285714285715,0,30
20,31,1,1,46.07142857142857,60.32142857142857,0,31
20,32,1,1,57.92,59.84,0,32
20,33,0,0,29.5,60.5,0,33
20,34,0,0,37.0,65.0,0,34
20,35,1,1,21.210526315789473,70.94736842105263,0,35
20,36,1,1,68.88235294117646,72.58823529411765,0,36
20,37,1,1,92.625,71.75,0,37
20,38,1,1,8.708333333333334,74.0,0,38
20,39,1,1,89.95652173913044,74.30434782608695,0,39
20,40,1,1,72.0,82.2,0,40
20,41,0,0,6.545454545454546,84.18181818181819,0,41
20,42,1,1,90.89473684210526,87.42105263157895,0,42
20,43,1,1,70.5,92.0,0,43
20,44,1,1,53.0,93.0,0,44
21,1,0,0,25.5,7.2727272727272725,0,1
21,2,1,1,13.5,7.222222222222222,0,2
21,3,1,1,86.52941176470588,8.352941176470589,0,3
21,4,1,1,6.153846153846154,11.538461538461538,0,4
21,5,0,0,69.5,12.125,0,5
21,6,1,1,44.63157894736842,14.526315789473685,0,6
21,7,1,1,56.411764705882355,13.882352941176471,0,7
21,8,1,1,83.47368421052632,19.36842105263158,0,8
21,9,1,1,50.5,22.0,0,9
21,10,1,1,6.75,23.15,0,10
21,11,1,1,24.75,23.95,0,11
21,12,0,0,11.416666666666666,26.25,0,12
21,13,1,1,81.42857142857143,28.38095238095238,0,13
21,14,1,1,20.5,28.5,0,14
21,15,1,1,66.6842105263158,29.81578947368421,0,15
21,16,0,0,91.5,33.714285714285715,0,16
21,17,1,1,81.35,34.7,0,17
21,18,1,1,9.5,36.72727272727273,0,18
21,19,1,1,38.63157894736842,36.21052631578947,0,19
21,20,1,1,71.125,41.125,0,20
21,21,1,1,92.0,43.30769230769231,0,21
21,22,1,1,43.75,45.035714285714285,0,22
21,23,1,1,11.55,49.65,0,23
21,24,0,0,60.61538461538461,48.84615384615385,0,24
21,25,1,1,17.352941176470587,50.05882352941177,0,25
21,26,0,0,81.64285714285714,50.642857142857146,0,26
21,27,1,1,43.81818181818182,53.45454545454545,0,27
21,28,1,1,6.615384615384615,56.38461538461539,0,28
21,29,1,1,71.41176470588235,58.11764705882353,0,29
21,30,1,1,60.5,59.5,0,30
21,31,1,1,35.5,63.0,0,31
21,32,1,1,43.88235294117647,64.58823529411765,0,32
21,33,1,1,85.73913043478261,65.30434782608695,0,33
21,34,1,1,51.35,65.65,0,34
21,35,1,1,60.94117647058823,67.76470588235294,0,35
21,36,1,1,19.5,70.71428571428571,0,36
21,37,1,1,9.083333333333334,72.66666666666667,0,37
21,38,1,1,19.63157894736842,74.78947368421052,0,38
21,39,1,1,66.8,76.25,0,39
21,40,1,1,76.96296296296296,76.14814814814815,0,40
21,41,1,1,36.0,78.5,0,41
21,42,1,1,4.833333333333333,80.83333333333333,0,42
21,43,1,1,26.764705882352942,86.52941176470588,0,43
21,44,1,1,89.5,86.5,0,44
21,45,1,1,13.882352941176471,87.70588235294117,0,45
21,46,1,1,30.608695652173914,89.17391304347827,0,46
21,47,1,1,78.5,90.0,0,47
21,48,0,0,56.0,90.66666666666667,0,48
21,49,1,1,73.04761904761905,92.57142857142857,0,49
22,1,1,1,45.166666666666664,5.916666666666667,0,1
22,2,1,1,36.35294117647059,10.470588235294118,0,2
22,3,1,1,60.0,10.6,0,3
22,4,1,1,84.52941176470588,12.117647058823529,0,4
22,5,1,1,25.5,14.0,0,5
22,6,1,1,73.61538461538461,14.384615384615385,0,6
22,7,1,1,19.6,17.12,0,7
22,8,1,1,49.4,17.4,0,8
22,9,1,1,67.05555555555556,19.666666666666668,0,9
22,10,1,1,31.88235294117647,21.58823529411765,0,10
22,11,1,1,41.88235294117647,20.58823529411765,0,11
22,12,1,1,77.53846153846153,21.153846153846153,0,12
22,13,1,1,4.5,25.5,0,13
22,14,0,0,56.80769230769231,28.846153846153847,0,14
22,15,1,1,68.88235294117646,30.470588235294116,0,15
22,16,1,1,82.25,31.75,0,16
22,17,1,1,25.5,37.0,0,17
22,18,1,1,43.1,37.9,0,18
22,19,1,1,73.33333333333333,42.44444444444444,0,19
22,20,1,1,83.38095238095238,42.095238095238095,0,20
22,21,1,1,17.0,43.0,0,21
22,22,0,0,40.80434782608695,43.08695652173913,0,22
22,23,1,1,30.115384615384617,45.92307692307692,0,23
22,24,0,0,62.0,49.8,0,24
22,25,0,0,75.0,50.0,0,25
22,26,1,1,14.15,52.85,0,26
22,27,1,1,4.666666666666667,55.55555555555556,0,27
22,28,1,1,23.533333333333335,56.86666666666667,0,28
22,29,1,1,82.5,58.0,0,29
22,30,1,1,5.0,63.5,0,30
22,31,0,0,10.13953488372093,65.0,0,31
22,32,1,1,41.75,65.25,0,32
22,33,1,1,20.3,66.6,0,33
22,34,1,1,66.15384615384616,67.1923076923077,0,34
22,35,1,1,74.58823529411765,73.88235294117646,0,35
22,36,1,1,57.25,75.4375,0,36
22,37,0,0,6.5,78.63636363636364,0,37
22,38,1,1,30.964285714285715,80.92857142857143,0,38
22,39,1,1,62.38461538461539,80.61538461538461,0,39
22,40,1,1,24.866666666666667,83.66666666666667,0,40
22,41,1,1,69.04545454545455,86.77272727272727,0,41
22,42,1,1,12.307692307692308,90.0,0,42
22,43,1,1,44.46666666666667,90.06666666666666,0,43
22,44,1,1,84.80952380952381,89.76190476190476,0,44
22,45,1,1,39.56521739130435,90.82608695652173,0,45
22,46,1,1,27.15,93.05,0,46
23,1,0,0,28.5,8.5,0,1
23,2,1,1,87.5909090909091,8.954545454545455,0,2
23,3,1,1,72.65217391304348,15.478260869565217,0,3
23,4,1,1,63.43478260869565,18.08695652173913,0,4
23,5,1,1,32.0,19.0,0,5
23,6,1,1,91.625,23.25,0,6
23,7,0,0,50.666666666666664,24.555555555555557,0,7
23,8,1,1,28.5,27.77777777777778,0,8
23,9,1,1,70.0909090909091,33.18181818181818,0,9
23,10,1,1,26.90909090909091,34.36363636363637,0,10
23,11,1,1,53.38095238095238,34.57142857142857,0,11
23,12,1,1,90.4,35.4,0,12
23,13,1,1,35.5,37.0,0,13
23,14,1,1,82.0,42.142857142857146,0,14
23,15,1,1,49.76190476190476,45.333333333333336,0,15
23,16,1,1,70.25,46.45,0,16
23,17,1,1,21.24,47.96,0,17
23,18,1,1,29.933333333333334,49.266666666666666,0,18
23,19,1,1,77.0,56.64705882352941,0,19
23,20,1,1,5.363636363636363,58.90909090909091,0,20
23,21,0,0,12.882352941176471,63.23529411764706,0,21
23,22,1,1,4.5,69.5,0,22
23,23,0,0,21.857142857142858,68.92857142857143,0,23
23,24,1,1,64.5,70.5,0,24
23,25,1,1,29.235294117647058,83.23529411764706,0,25
23,26,0,0,71.63636363636364,93.0909090909091,0,26
24,1,0,0,42.73684210526316,7.105263157894737,0,1
24,2,0,0,90.9090909090909,9.363636363636363,0,2
24,3,1,1,58.5,26.5,0,3
24,4,1,1,89.9090909090909,27.09090909090909,0,4
24,5,1,1,4.875,32.125,0,5
24,6,1,1,79.8125,34.625,0,6
24,7,1,1,17.5,37.63636363636363,0,7
24,8,0,0,71.33333333333333,41.111111111111114,0,8
24,9,1,1,85.41176470588235,43.88235294117647,0,9
24,10,1,1,7.222222222222222,50.5,0,10
24,11,1,1,27.105263157894736,53.421052631578945,0,11
24,12,1,1,86.22222222222223,53.5,0,12
24,13,1,1,68.0,56.38095238095238,0,13
24,14,1,1,63.8235294117647,58.470588235294116,0,14
24,15,1,1,17.0,60.5,0,15
24,16,0,0,38.857142857142854,62.0,0,16
24,17,1,1,85.5,62.5,0,17
24,18,1,1,7.0,64.5,0,18
24,19,1,1,75.5,63.77777777777778,0,19
24,20,1,1,26.95,65.1,0,20
24,21,1,1,53.17857142857143,66.71428571428571,0,21
24,22,1,1,77.21428571428571,70.64285714285714,0,22
24,23,1,1,18.05,73.6,0,23
24,24,0,0,91.66666666666667,74.0,0,24
24,25,0,0,40.05714285714286,75.54285714285714,0,25
24,26,1,1,63.72727272727273,76.5,0,26
24,27,1,1,68.0,76.0,0,27
24,28,1,1,27.272727272727273,82.0,0,28
24,29,1,1,46.94736842105263,85.63157894736842,0,29
24,30,1,1,56.5,89.27272727272727,0,30
24,31,1,1,79.94117647058823,89.76470588235294,0,31
24,32,1,1,66.83333333333333,90.27777777777777,0,32
25,1,1,1,11.0,10.5,0,1
25,2,0,0,77.88888888888889,13.666666666666666,0,2
25,3,1,1,51.95,14.75,0,3
25,4,1,1,60.9,19.1,0,4
25,5,0,0,20.57894736842105,21.68421052631579,0,5
25,6,1,1,15.181818181818182,23.818181818181817,0,6
25,7,1,1,49.111111111111114,28.48148148148148,0,7
25,8,1,1,89.95,34.1,0,8
25,9,1,1,58.45454545454545,35.878787878787875,0,9
25,10,1,1,77.27272727272727,40.5,0,10
25,11,1,1,54.0,45.0,0,11
25,12,1,1,90.5,45.0,0,12
25,13,1,1,66.5,50.785714285714285,0,13
25,14,1,1,24.4,54.4,0,14
25,15,1,1,55.68181818181818,58.63636363636363,0,15
25,16,1,1,89.80952380952381,61.142857142857146,0,16
25,17,1,1,78.41176470588235,63.88235294117647,0,17
25,18,0,0,18.352941176470587,67.47058823529412,0,18
25,19,1,1,48.8421052631579,68.15789473684211,0,19
25,20,1,1,69.61904761904762,71.57142857142857,0,20
25,21,1,1,88.5,73.5,0,21
25,22,0,0,58.666666666666664,76.0,0,22
25,23,1,1,25.42105263157895,77.10526315789474,0,23
25,24,1,1,47.88235294117647,77.41176470588235,0,24
25,25,1,1,36.4375,79.75,0,25
25,26,0,0,5.916666666666667,86.33333333333333,0,26
25,27,1,1,69.92,85.6,0,27
25,28,1,1,84.5,86.5,0,28
25,29,1,1,49.411764705882355,86.88235294117646,0,29
25,30,1,1,38.0,91.5,0,30
25,31,1,1,28.875,93.125,0,31
26,1,1,1,4.9411764705882355,8.647058823529411,0,1
26,2,1,1,68.4,10.6,0,2
26,3,1,1,17.666666666666668,17.0,0,3
26,4,1,1,31.75,26.75,0,4
26,5,1,1,18.6,27.6,0,5
26,6,0,0,71.8,30.0,0,6
26,7,0,0,88.38461538461539,33.38461538461539,0,7
26,8,1,1,6.333333333333333,36.55555555555556,0,8
26,9,1,1,23.842105263157894,36.8421052631579,0,9
26,10,0,0,73.22222222222223,39.166666666666664,0,10
26,11,1,1,42.90909090909091,40.09090909090909,0,11
26,12,1,1,25.90909090909091,47.09090909090909,0,12
26,13,1,1,8.5,48.22222222222222,0,13
26,14,0,0,80.2,48.5,0,14
26,15,0,0,73.33333333333333,49.05555555555556,0,15
26,16,0,0,91.5,59.5,0,16
26,17,1,1,28.8,61.85,0,17
26,18,1,1,39.333333333333336,64.0,0,18
26,19,1,1,17.333333333333332,74.19047619047619,0,19
26,20,1,1,30.88235294117647,74.58823529411765,0,20
26,21,1,1,27.88235294117647,84.41176470588235,0,21
26,22,0,0,8.08695652173913,87.65217391304348,0,22
26,23,1,1,43.23076923076923,92.23076923076923,0,23
27,1,1,1,47.5,5.5,0,1
27,2,1,1,92.0,6.0,0,2
27,3,1,1,14.333333333333334,10.0,0,3
27,4,0,0,79.75,10.583333333333334,0,4
27,5,1,1,60.77272727272727,13.181818181818182,0,5
27,6,1,1,70.3,13.7,0,6
27,7,0,0,89.5,14.0,0,7
27,8,1,1,13.4,14.4,0,8
27,9,1,1,47.391304347826086,19.08695652173913,0,9
27,10,1,1,29.681818181818183,20.363636363636363,0,10
27,11,1,1,59.1578947368421,25.157894736842106,0,11
27,12,1,1,13.0,26.210526315789473,0,12
27,13,1,1,29.31578947368421,26.42105263157895,0,13
27,14,1,1,70.85714285714286,28.857142857142858,0,14
27,15,0,0,42.6,36.06666666666667,0,15
27,16,1,1,53.34782608695652,38.91304347826087,0,16
27,17,1,1,67.0,40.0,0,17
27,18,1,1,62.59090909090909,43.81818181818182,0,18
27,19,1,1,27.4,45.4,0,19
27,20,1,1,35.588235294117645,48.88235294117647,0,20
27,21,1,1,83.47058823529412,49.35294117647059,0,21
27,22,1,1,60.10526315789474,52.578947368421055,0,22
27,23,1,1,78.42105263157895,55.89473684210526,0,23
27,24,1,1,5.235294117647059,56.94117647058823,0,24
27,25,1,1,21.466666666666665,56.666666666666664,0,25
27,26,0,0,44.5,58.5,0,26
27,27,1,1,40.958333333333336,62.25,0,27
27,28,1,1,73.2,72.33333333333333,0,28
27,29,1,1,34.80952380952381,76.42857142857143,0,29
27,30,1,1,79.27777777777777,77.83333333333333,0,30
27,31,1,1,56.5625,77.75,0,31
27,32,0,0,20.8,79.0,0,32
27,33,0,0,5.0,80.0,0,33
27,34,1,1,45.95,80.1,0,34
27,35,1,1,92.5,82.5,0,35
27,36,1,1,40.8421052631579,87.15789473684211,0,36
27,37,1,1,63.42857142857143,86.61904761904762,0,37
27,38,1,1,79.11764705882354,90.58823529411765,0,38
27,39,1,1,33.5,92.71428571428571,0,39
27,40,0,0,11.5,93.5,0,40
28,1,1,1,8.894736842105264,8.578947368421053,0,1
28,2,0,0,61.5,9.0,0,2
28,3,1,1,86.5,13.0,0,3
28,4,1,1,9.105263157894736,17.57894736842105,0,4
28,5,1,1,74.72222222222223,18.5,0,5
28,6,1,1,37.17391304347826,19.956521739130434,0,6
28,7,1,1,48.86666666666667,19.533333333333335,0,7
28,8,1,1,61.88235294117647,19.58823529411765,0,8
28,9,1,1,84.36363636363636,23.09090909090909,0,9
28,10,1,1,69.38888888888889,25.77777777777778,0,10
28,11,1,1,30.80952380952381,28.952380952380953,0,11
28,12,1,1,51.75,30.95,0,12
28,13,1,1,11.11111111111111,32.27777777777778,0,13
28,14,1,1,42.11764705882353,31.58823529411765,0,14
28,15,0,0,58.285714285714285,32.5,0,15
28,16,1,1,79.0,33.5,0,16
28,17,1,1,68.72222222222223,33.888888888888886,0,17
28,18,1,1,22.14814814814815,36.03703703703704,0,18
28,19,1,1,49.470588235294116,41.35294117647059,0,19
28,20,0,0,76.61538461538461,42.38461538461539,0,20
28,21,1,1,92.5,42.0,0,21
28,22,1,1,13.0,43.333333333333336,0,22
28,23,1,1,58.411764705882355,46.11764705882353,0,23
28,24,1,1,29.789473684210527,48.0,0,24
28,25,1,1,84.07692307692308,48.88461538461539,0,25
28,26,1,1,19.0,50.5,0,26
28,27,1,1,69.70588235294117,52.05882352941177,0,27
28,28,1,1,46.0,54.0,0,28
28,29,1,1,68.88888888888889,55.666666666666664,0,29
28,30,1,1,92.0,53.5,0,30
28,31,0,0,6.888888888888889,57.333333333333336,0,31
28,32,1,1,20.88235294117647,58.588235294117645,0,32
28,33,1,1,79.3157894736842,61.421052631578945,0,33
28,34,1,1,35.5,64.5,0,34
28,35,1,1,64.5,65.5,0,35
28,36,1,1,16.5,65.5,0,36
28,37,0,0,25.5,66.8,0,37
28,38,1,1,46.68181818181818,67.72727272727273,0,38
28,39,1,1,87.5,68.5,0,39
28,40,1,1,14.19047619047619,74.95238095238095,0,40
28,41,1,1,24.0,75.5,0,41
28,42,1,1,64.85,76.3,0,42
28,43,1,1,74.58823529411765,77.11764705882354,0,43
28,44,1,1,88.11764705882354,77.58823529411765,0,44
28,45,1,1,28.636363636363637,81.0909090909091,0,45
28,46,1,1,42.285714285714285,83.5,0,46
28,47,1,1,92.07142857142857,85.14285714285714,0,47
28,48,1,1,43.46666666666667,90.13333333333334,0,48
28,49,1,1,18.90909090909091,91.0909090909091,0,49
28,50,1,1,56.5,93.2,0,50
29,1,1,1,89.9090909090909,8.090909090909092,0,1
29,2,1,1,81.0,12.0,0,2
29,3,1,1,13.476190476190476,12.857142857142858,0,3
29,4,0,0,29.875,14.125,0,4
29,5,1,1,55.95,13.9,0,5
29,6,1,1,67.0,16.666666666666668,0,6
29,7,1,1,92.15384615384616,19.0,0,7
29,8,1,1,85.8,20.0,0,8
29,9,1,1,68.0,24.0,0,9
29,10,1,1,79.58823529411765,23.88235294117647,0,10
29,11,0,0,53.285714285714285,25.5,0,11
29,12,0,0,44.61538461538461,31.384615384615383,0,12
29,13,1,1,90.29411764705883,31.88235294117647,0,13
29,14,1,1,26.76,36.12,0,14
29,15,1,1,81.11764705882354,36.411764705882355,0,15
29,16,1,1,35.05263157894737,36.78947368421053,0,16
29,17,1,1,45.34782608695652,40.52173913043478,0,17
29,18,1,1,61.55,39.75,0,18
29,19,1,1,16.666666666666668,44.111111111111114,0,19
29,20,1,1,39.90909090909091,49.5,0,20
29,21,0,0,66.125,49.875,0,21
29,22,1,1,46.666666666666664,56.46666666666667,0,22
29,23,0,0,81.6923076923077,59.0,0,23
29,24,1,1,66.125,60.875,0,24
29,25,1,1,50.75,62.5625,0,25
29,26,1,1,89.0,65.5,0,26
29,27,1,1,57.75,68.5625,0,27
29,28,1,1,28.77777777777778,70.5,0,28
29,29,1,1,69.89473684210526,71.0,0,29
29,30,1,1,44.75,74.375,0,30
29,31,1,1,36.411764705882355,75.11764705882354,0,31
29,32,1,1,77.33333333333333,74.73333333333333,0,32
29,33,1,1,4.928571428571429,77.14285714285714,0,33
29,34,1,1,59.107142857142854,79.03571428571429,0,34
29,35,1,1,82.8695652173913,82.78260869565217,0,35
29,36,0,0,23.125,85.125,0,36
29,37,1,1,42.42857142857143,85.38095238095238,0,37
29,38,0,0,16.5,85.5,0,38
29,39,1,1,8.75,91.25,0,39
29,40,1,1,65.25,91.6,0,40
30,1,1,1,54.89473684210526,9.578947368421053,0,1
30,2,1,1,74.72727272727273,10.318181818181818,0,2
30,3,1,1,79.71428571428571,13.357142857142858,0,3
