ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_FilterObjects
7,30,74.78378378378379,85.24324324324324,0,30,30
7,31,51.5,91.5,0,31,31
7,32,66.5,90.8,0,32,32
8,1,53.83783783783784,6.486486486486487,0,1,1
8,2,13.789473684210526,6.842105263157895,0,2,2
8,3,63.18604651162791,11.976744186046512,0,3,3
8,4,44.0,13.25,0,4,4
8,5,26.79310344827586,14.379310344827585,0,5,5
8,6,13.736842105263158,18.710526315789473,0,6,6
8,7,44.27272727272727,17.848484848484848,0,7,7
8,8,89.17391304347827,17.304347826086957,0,8,8
8,9,14.352941176470589,27.029411764705884,0,9,9
8,10,25.157894736842106,28.157894736842106,0,10,10
8,11,35.375,27.375,0,11,11
8,12,54.5945945945946,28.972972972972972,0,12,12
8,13,92.47826086956522,28.782608695652176,0,13,13
8,14,70.9090909090909,32.21212121212121,0,14,14
8,15,44.027027027027025,35.83783783783784,0,15,15
8,16,16.121951219512194,45.75609756097561,0,16,16
8,17,78.17857142857143,45.214285714285715,0,17,17
8,18,26.274509803921568,49.96078431372549,0,18,18
8,19,39.0,47.5,0,19,19
8,20,70.83333333333333,53.833333333333336,0,20,20
8,21,54.17391304347826,55.130434782608695,0,21,21
8,22,75.73333333333333,55.977777777777774,0,22,22
8,23,67.22222222222223,58.0,0,23,23
8,24,38.17391304347826,61.891304347826086,0,24,24
8,25,88.61111111111111,62.25,0,25,25
8,26,13.022727272727273,62.68181818181818,0,26,26
8,27,60.18181818181818,64.96969696969697,0,27,27
8,28,79.72222222222223,71.22222222222223,0,28,28
8,29,32.40625,73.375,0,29,29
8,30,8.853658536585366,74.6829268292683,0,30,30
8,31,53.12820512820513,75.87179487179488,0,31,31
8,32,17.6,75.54,0,32,32
8,33,27.53846153846154,79.4423076923077,0,33,33
8,34,87.78947368421052,80.89473684210526,0,34,34
8,35,92.10344827586206,81.82758620689656,0,35,35
8,36,52.15,83.3,0,36,36
8,37,65.14634146341463,85.3170731707317,0,37,37
8,38,18.224489795918366,89.59183673469387,0,38,38
8,39,6.704918032786885,88.54098360655738,0,39,39
8,40,54.3421052631579,91.60526315789474,0,40,40
8,41,74.10344827586206,91.17241379310344,0,41,41
9,1,65.22448979591837,6.183673469387755,0,1,1
9,2,6.204545454545454,11.0,0,2,2
9,3,67.68,19.68,0,3,3
9,4,35.674418604651166,29.651162790697676,0,4,4
9,5,47.0377358490566,35.35849056603774,0,5,5
9,6,72.3913043478261,38.47826086956522,0,6,6
9,7,84.5,38.0,0,7,7
9,8,53.0,37.166666666666664,0,8,8
9,9,53.82258064516129,41.53225806451613,0,9,9
9,10,67.375,48.15625,0,10,10
9,11,42.39473684210526,50.3421052631579,0,11,11
9,12,30.32,52.76,0,12,12
9,13,58.56603773584906,57.35849056603774,0,13,13
9,14,91.34,59.52,0,14,14
9,15,10.607142857142858,64.55357142857143,0,15,15
9,16,53.07142857142857,70.64285714285714,0,16,16
9,17,64.80263157894737,71.05263157894737,0,17,17
9,18,25.153846153846153,73.48717948717949,0,18,18
9,19,75.60714285714286,75.66071428571429,0,19,19
9,20,87.22222222222223,76.5079365079365,0,20,20
9,21,48.94642857142857,80.89285714285714,0,21,21
9,22,82.828125,89.40625,0,22,22
9,23,35.425,90.65,0,23,23
9,24,68.11538461538461,91.6923076923077,0,24,24
10,1,67.65384615384616,6.653846153846154,0,1,1
10,2,29.76923076923077,10.192307692307692,0,2,2
10,3,88.0,16.62962962962963,0,3,3
10,4,63.71052631578947,19.68421052631579,0,4,4
10,5,48.82857142857143,24.02857142857143,0,5,5
10,6,53.645161290322584,38.74193548387097,0,6,6
10,7,48.1578947368421,50.26315789473684,0,7,7
10,8,58.285714285714285,63.285714285714285,0,8,8
10,9,29.414634146341463,66.02439024390245,0,9,9
10,10,6.625,74.84375,0,10,10
11,1,23.15,13.7,0,1,1
11,2,49.785714285714285,13.5,0,2,2
11,3,68.0,19.5,0,3,3
11,4,33.0,30.5,0,4,4
11,5,60.294117647058826,31.5,0,5,5
11,6,91.35483870967742,39.516129032258064,0,6,6
11,7,19.64516129032258,39.483870967741936,0,7,7
11,8,44.1578947368421,68.15789473684211,0,8,8
11,9,31.785714285714285,79.5,0,9,9
11,10,63.5,85.29411764705883,0,10,10
11,11,10.0,86.62962962962963,0,11,11
12,1,74.17948717948718,5.923076923076923,0,1,1
12,2,10.830508474576272,16.084745762711865,0,2,2
12,3,32.698412698412696,17.92063492063492,0,3,3
12,4,61.0,19.0,0,4,4
12,5,45.073170731707314,21.902439024390244,0,5,5
12,6,52.666666666666664,24.644444444444446,0,6,6
12,7,14.339622641509434,30.39622641509434,0,7,7
12,8,74.75,36.63636363636363,0,8,8
12,9,86.54166666666667,37.833333333333336,0,9,9
12,10,52.36363636363637,49.04545454545455,0,10,10
12,11,67.80851063829788,48.659574468085104,0,11,11
12,12,47.37837837837838,52.78378378378378,0,12,12
12,13,88.66,54.58,0,13,13
12,14,58.22222222222222,60.0,0,14,14
12,15,72.1219512195122,60.4390243902439,0,15,15
12,16,25.333333333333332,62.05128205128205,0,16,16
12,17,16.5,67.5,0,17,17
12,18,33.78,68.68,0,18,18
12,19,63.714285714285715,69.71428571428571,0,19,19
12,20,92.43333333333334,71.76666666666667,0,20,20
12,21,71.6842105263158,73.21052631578948,0,21,21
12,22,24.46808510638298,79.93617021276596,0,22,22
12,23,38.40350877192982,82.01754385964912,0,23,23
12,24,50.375,81.14583333333333,0,24,24
12,25,76.33333333333333,87.91666666666667,0,25,25
12,26,26.653846153846153,89.34615384615384,0,26,26
12,27,68.86206896551724,88.79310344827586,0,27,27
12,28,14.130434782608695,91.47826086956522,0,28,28
13,1,62.3,5.85,0,1,1
13,2,15.2,6.2,0,2,2
13,3,19.479166666666668,9.604166666666666,0,3,3
13,4,55.13513513513514,9.864864864864865,0,4,4
13,5,31.346153846153847,11.346153846153847,0,5,5
13,6,85.3157894736842,13.763157894736842,0,6,6
13,7,48.80952380952381,14.80952380952381,0,7,7
13,8,5.896551724137931,15.827586206896552,0,8,8
13,9,88.72222222222223,22.694444444444443,0,9,9
13,10,57.84615384615385,25.173076923076923,0,10,10
13,11,69.35714285714286,27.089285714285715,0,11,11
13,12,13.266666666666667,28.733333333333334,0,12,12
13,13,28.48148148148148,32.592592592592595,0,13,13
13,14,46.5609756097561,33.951219512195124,0,14,14
13,15,90.7090909090909,34.25454545454546,0,15,15
13,16,57.09615384615385,38.13461538461539,0,16,16
13,17,13.157894736842104,42.8421052631579,0,17,17
13,18,28.228571428571428,42.628571428571426,0,18,18
13,19,69.89655172413794,49.48275862068966,0,19,19
13,20,15.0,59.0,0,20,20
13,21,58.0,60.0,0,21,21
13,22,33.475,61.25,0,22,22
13,23,92.12,68.8,0,23,23
13,24,27.65,73.225,0,24,24
13,25,40.26829268292683,73.1219512195122,0,25,25
13,26,17.176470588235293,78.82352941176471,0,26,26
13,27,31.2,84.42222222222222,0,27,27
13,28,13.26,90.04,0,28,28
13,29,64.14285714285714,90.5,0,29,29
13,30,23.727272727272727,90.81818181818181,0,30,30
14,1,74.41509433962264,12.50943396226415,0,1,1
14,2,47.12820512820513,14.871794871794872,0,2,2
14,3,63.278688524590166,23.278688524590162,0,3,3
14,4,32.48275862068966,24.620689655172413,0,4,4
14,5,9.383561643835616,26.28767123287671,0,5,5
14,6,83.98611111111111,29.63888888888889,0,6,6
14,7,37.72222222222222,35.333333333333336,0,7,7
14,8,54.86666666666667,36.85,0,8,8
14,9,66.43181818181819,36.93181818181818,0,9,9
14,10,17.6984126984127,39.96825396825397,0,10,10
14,11,24.0,39.44444444444444,0,11,11
14,12,29.56896551724138,40.94827586206897,0,12,12
14,13,48.05769230769231,47.5,0,13,13
14,14,25.35185185185185,53.611111111111114,0,14,14
14,15,12.270833333333334,54.291666666666664,0,15,15
14,16,42.38636363636363,55.34090909090909,0,16,16
14,17,69.18867924528301,60.18867924528302,0,17,17
14,18,44.95918367346939,64.40816326530613,0,18,18
14,19,31.166666666666668,67.0952380952381,0,19,19
14,20,89.64516129032258,68.80645161290323,0,20,20
14,21,71.97222222222223,70.91666666666667,0,21,21
14,22,23.22222222222222,74.4074074074074,0,22,22
14,23,65.49019607843137,77.92156862745098,0,23,23
14,24,22.77777777777778,80.19444444444444,0,24,24
14,25,40.08888888888889,86.68888888888888,0,25,25
14,26,6.806451612903226,91.64516129032258,0,26,26
15,1,39.53846153846154,5.846153846153846,0,1,1
15,2,35.111111111111114,7.527777777777778,0,2,2
15,3,66.725,7.3,0,3,3
15,4,13.347222222222221,11.597222222222221,0,4,4
15,5,47.35,12.075,0,5,5
15,6,23.074626865671643,16.98507462686567,0,6,6
15,7,6.375,20.15625,0,7,7
15,8,83.5,26.0,0,8,8
15,9,75.01960784313725,31.294117647058822,0,9,9
15,10,63.338235294117645,31.985294117647058,0,10,10
15,11,50.15,32.7,0,11,11
15,12,85.4054054054054,36.2972972972973,0,12,12
15,13,44.66197183098591,38.38028169014085,0,13,13
15,14,34.472727272727276,43.45454545454545,0,14,14
15,15,83.97058823529412,46.94117647058823,0,15,15
15,16,41.486486486486484,57.33783783783784,0,16,16
15,17,32.30555555555556,66.69444444444444,0,17,17
15,18,26.5,74.21428571428571,0,18,18
15,19,37.1764705882353,85.02941176470588,0,19,19
15,20,33.095238095238095,87.28571428571429,0,20,20
16,1,48.625,6.84375,0,1,1
16,2,72.64864864864865,6.486486486486487,0,2,2
16,3,38.34782608695652,11.565217391304348,0,3,3
16,4,42.36,14.24,0,4,4
16,5,6.264705882352941,16.0,0,5,5
16,6,83.72916666666667,19.666666666666668,0,6,6
16,7,71.1219512195122,21.682926829268293,0,7,7
16,8,37.206896551724135,32.37931034482759,0,8,8
16,9,46.674418604651166,33.674418604651166,0,9,9
16,10,63.35294117647059,36.470588235294116,0,10,10
16,11,32.7,37.85,0,11,11
16,12,60.130434782608695,39.47826086956522,0,12,12
16,13,41.853658536585364,46.68292682926829,0,13,13
16,14,30.275862068965516,49.689655172413794,0,14,14
16,15,81.25862068965517,55.206896551724135,0,15,15
16,16,91.74285714285715,55.885714285714286,0,16,16
16,17,63.440677966101696,57.03389830508475,0,17,17
16,18,18.146341463414632,59.31707317073171,0,18,18
16,19,51.264150943396224,64.0377358490566,0,19,19
16,20,16.02127659574468,69.38297872340425,0,20,20
16,21,84.96969696969697,69.57575757575758,0,21,21
16,22,38.592592592592595,70.48148148148148,0,22,22
16,23,32.72549019607843,74.13725490196079,0,23,23
16,24,46.19565217391305,79.0,0,24,24
16,25,24.2,83.86666666666666,0,25,25
16,26,62.12820512820513,85.87179487179488,0,26,26
16,27,30.651162790697676,86.72093023255815,0,27,27
16,28,20.0,89.6923076923077,0,28,28
16,29,23.32,92.0,0,29,29
17,1,16.26530612244898,7.877551020408164,0,1,1
17,2,57.654545454545456,9.618181818181819,0,2,2
17,3,88.65384615384616,10.653846153846153,0,3,3
17,4,41.771929824561404,12.192982456140351,0,4,4
17,5,28.666666666666668,18.307692307692307,0,5,5
17,6,47.627906976744185,24.186046511627907,0,6,6
17,7,82.40425531914893,26.53191489361702,0,7,7
17,8,20.357142857142858,29.404761904761905,0,8,8
17,9,77.72340425531915,32.53191489361702,0,9,9
17,10,41.861111111111114,34.611111111111114,0,10,10
17,11,67.62962962962963,36.74074074074074,0,11,11
17,12,62.26829268292683,36.36585365853659,0,12,12
17,13,15.58,42.86,0,13,13
17,14,76.0,51.75609756097561,0,14,14
17,15,45.7037037037037,53.666666666666664,0,15,15
17,16,35.80392156862745,54.84313725490196,0,16,16
17,17,53.8421052631579,56.1578947368421,0,17,17
17,18,25.06896551724138,68.5,0,18,18
17,19,63.08163265306123,71.34693877551021,0,19,19
17,20,37.61904761904762,73.41269841269842,0,20,20
17,21,70.65384615384616,73.34615384615384,0,21,21
17,22,80.5,73.5,0,22,22
17,23,7.1395348837209305,79.32558139534883,0,23,23
17,24,64.3,85.15,0,24,24
17,25,12.457627118644067,86.1864406779661,0,25,25
17,26,78.84210526315789,87.57894736842105,0,26,26
18,1,80.5,6.214285714285714,0,1,1
18,2,18.157894736842106,9.157894736842104,0,2,2
18,3,51.84375,8.625,0,3,3
18,4,58.875,9.333333333333334,0,4,4
18,5,25.02777777777778,15.305555555555555,0,5,5
18,6,79.5,15.5,0,6,6
18,7,37.0,20.37037037037037,0,7,7
18,8,52.83720930232558,21.186046511627907,0,8,8
18,9,47.193548387096776,22.096774193548388,0,9,9
18,10,67.38888888888889,24.416666666666668,0,10,10
18,11,33.088235294117645,29.0,0,11,11
18,12,5.938775510204081,29.836734693877553,0,12,12
18,13,90.84375,32.375,0,13,13
18,14,80.8,34.12,0,14,14
18,15,62.46,36.6,0,15,15
18,16,39.275,37.95,0,16,16
18,17,88.8125,44.75,0,17,17
18,18,16.951219512195124,47.4390243902439,0,18,18
18,19,77.65,47.875,0,19,19
18,20,6.3076923076923075,50.333333333333336,0,20,20
18,21,24.5,51.5,0,21,21
18,22,49.457142857142856,52.25714285714286,0,22,22
18,23,19.0,57.5,0,23,23
18,24,37.65853658536585,57.21951219512195,0,24,24
18,25,60.26315789473684,56.73684210526316,0,25,25
18,26,69.36666666666666,58.36666666666667,0,26,26
18,27,81.5,57.857142857142854,0,27,27
18,28,16.96551724137931,64.20689655172414,0,28,28
18,29,31.511627906976745,65.4186046511628,0,29,29
18,30,42.0,66.0,0,30,30
18,31,53.6530612244898,66.53061224489795,0,31,31
18,32,18.228571428571428,72.25714285714285,0,32,32
18,33,76.69444444444444,72.69444444444444,0,33,33
18,34,86.77272727272727,75.75,0,34,34
18,35,92.15,78.7,0,35,35
18,36,56.625,83.15625,0,36,36
18,37,35.65384615384615,85.65384615384616,0,37,37
18,38,19.0,88.5,0,38,38
18,39,6.7317073170731705,89.36585365853658,0,39,39
18,40,82.44444444444444,89.77777777777777,0,40,40
18,41,42.0,92.0,0,41,41
18,42,52.5,92.5,0,42,42
18,43,60.878787878787875,91.9090909090909,0,43,43
18,44,91.17241379310344,92.10344827586206,0,44,44
19,1,61.77272727272727,5.409090909090909,0,1,1
19,2,26.8,5.88,0,2,2
19,3,17.6875,6.375,0,3,3
19,4,75.225,8.7,0,4,4
19,5,35.3421052631579,9.605263157894736,0,5,5
19,6,43.69387755102041,10.53061224489796,0,6,6
19,7,59.15151515151515,14.272727272727273,0,7,7
19,8,10.35897435897436,16.205128205128204,0,8,8
19,9,43.0,22.0,0,9,9
19,10,34.78787878787879,24.90909090909091,0,10,10
19,11,6.346153846153846,26.653846153846153,0,11,11
19,12,20.178571428571427,26.607142857142858,0,12,12
19,13,49.5,30.0,0,13,13
19,14,14.305555555555555,35.30555555555556,0,14,14
19,15,35.1764705882353,35.1764705882353,0,15,15
19,16,75.28947368421052,37.3421052631579,0,16,16
19,17,44.83673469387755,40.816326530612244,0,17,17
19,18,31.97222222222222,44.916666666666664,0,18,18
19,19,91.13888888888889,45.388888888888886,0,19,19
19,20,60.77777777777778,47.666666666666664,0,20,20
19,21,77.5,49.0,0,21,21
19,22,51.0,52.4054054054054,0,22,22
19,23,66.625,53.625,0,23,23
19,24,46.31578947368421,55.8421052631579,0,24,24
19,25,27.186046511627907,57.02325581395349,0,25,25
19,26,41.904761904761905,57.285714285714285,0,26,26
19,27,70.06666666666666,58.2,0,27,27
19,28,49.75,63.5,0,28,28
