ImageNumber,ObjectNumber,Children_DilateObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects1
7,10,1,47.61538461538461,28.846153846153847,0,10,10
7,11,1,62.125,31.0,0,11,11
7,12,1,89.7,32.766666666666666,0,12,12
7,13,1,9.8,33.56,0,13,13
7,14,1,20.45945945945946,37.91891891891892,0,14,14
7,15,1,61.391304347826086,40.04347826086956,0,15,15
7,16,1,29.5,41.0,0,16,16
7,17,1,10.291666666666666,48.666666666666664,0,17,17
7,18,1,74.9090909090909,49.36363636363637,0,18,18
7,19,1,12.375,53.3125,0,19,19
7,20,1,23.0,53.77142857142857,0,20,20
7,21,1,39.166666666666664,53.75,0,21,21
7,22,1,87.35135135135135,58.4054054054054,0,22,22
7,23,1,66.9090909090909,63.36363636363637,0,23,23
7,24,1,81.5,69.0,0,24,24
7,25,1,46.5,69.0,0,25,25
7,26,1,10.151515151515152,74.27272727272727,0,26,26
7,27,1,22.5,74.78571428571429,0,27,27
7,28,1,61.06060606060606,76.54545454545455,0,28,28
7,29,1,47.857142857142854,81.92857142857143,0,29,29
7,30,1,74.7872340425532,85.19148936170212,0,30,30
7,31,1,51.5,91.5,0,31,31
7,32,1,66.5,90.72727272727273,0,32,32
8,1,1,53.85,6.55,0,1,1
8,2,1,13.80952380952381,6.857142857142857,0,2,2
8,3,1,63.24,11.96,0,3,3
8,4,1,44.0,13.8,0,4,4
8,5,1,26.733333333333334,14.333333333333334,0,5,5
8,6,1,13.714285714285714,18.714285714285715,0,6,6
8,7,1,44.27777777777778,17.88888888888889,0,7,7
8,8,1,89.14814814814815,17.333333333333332,0,8,8
8,9,1,14.333333333333334,27.055555555555557,0,9,9
8,10,1,25.125,28.125,0,10,10
8,11,1,35.41379310344828,27.413793103448278,0,11,11
8,12,1,54.61904761904762,28.952380952380953,0,12,12
8,13,1,92.4,28.8,0,13,13
8,14,1,70.94444444444444,32.22222222222222,0,14,14
8,15,1,44.1,35.85,0,15,15
8,16,1,16.17391304347826,45.69565217391305,0,16,16
8,17,1,78.15384615384616,45.23076923076923,0,17,17
8,18,1,26.322580645161292,49.935483870967744,0,18,18
8,19,1,39.0,47.5,0,19,19
8,20,1,71.15,54.3,0,20,20
8,21,1,54.148148148148145,55.111111111111114,0,21,21
8,22,1,75.73076923076923,55.92307692307692,0,22,22
8,23,1,67.15384615384616,58.0,0,23,23
8,24,1,38.214285714285715,61.857142857142854,0,24,24
8,25,1,88.52631578947368,62.26315789473684,0,25,25
8,26,1,13.038461538461538,62.73076923076923,0,26,26
8,27,1,60.23529411764706,64.94117647058823,0,27,27
8,28,1,79.73684210526316,71.21052631578948,0,28,28
8,29,1,32.05,73.7,0,29,29
8,30,1,8.875,74.66666666666667,0,30,30
8,31,1,53.09090909090909,75.9090909090909,0,31,31
8,32,1,17.633333333333333,75.53333333333333,0,32,32
8,33,1,27.483870967741936,79.51612903225806,0,33,33
8,34,1,88.5,81.0,0,34,34
8,35,1,92.07142857142857,81.85714285714286,0,35,35
8,36,1,52.111111111111114,83.33333333333333,0,36,36
8,37,1,65.125,85.33333333333333,0,37,37
8,38,1,18.2,89.56666666666666,0,38,38
8,39,1,6.72972972972973,88.5945945945946,0,39,39
8,40,1,54.38095238095238,91.57142857142857,0,40,40
8,41,1,74.07142857142857,91.14285714285714,0,41,41
9,1,1,65.21428571428571,6.25,0,1,1
9,2,1,6.25,11.0,0,2,2
9,3,1,67.66666666666667,19.666666666666668,0,3,3
9,4,1,35.666666666666664,29.625,0,4,4
9,5,1,47.53658536585366,35.73170731707317,0,5,5
9,6,1,72.36363636363636,38.45454545454545,0,6,6
9,7,1,84.5,38.0,0,7,7
9,8,1,53.27272727272727,38.18181818181818,0,8,8
9,9,1,53.916666666666664,41.583333333333336,0,9,9
9,10,1,67.41176470588235,48.11764705882353,0,10,10
9,11,1,42.42857142857143,50.38095238095238,0,11,11
9,12,1,30.333333333333332,52.75,0,12,12
9,13,1,58.57575757575758,57.333333333333336,0,13,13
9,14,1,91.27586206896552,59.48275862068966,0,14,14
9,15,1,10.571428571428571,64.62857142857143,0,15,15
9,16,1,53.083333333333336,70.70833333333333,0,16,16
9,17,1,64.84,71.12,0,17,17
9,18,1,25.136363636363637,73.54545454545455,0,18,18
9,19,1,75.57142857142857,75.65714285714286,0,19,19
9,20,1,87.17073170731707,76.48780487804878,0,20,20
9,21,1,48.94117647058823,80.82352941176471,0,21,21
9,22,1,82.82926829268293,89.46341463414635,0,22,22
9,23,1,35.34782608695652,90.6086956521739,0,23,23
9,24,1,68.07692307692308,91.6923076923077,0,24,24
10,1,1,67.61538461538461,6.615384615384615,0,1,1
10,2,1,29.76923076923077,10.153846153846153,0,2,2
10,3,1,88.0,16.692307692307693,0,3,3
10,4,1,63.714285714285715,19.666666666666668,0,4,4
10,5,1,48.78947368421053,24.05263157894737,0,5,5
10,6,1,53.625,38.75,0,6,6
10,7,1,48.125,50.25,0,7,7
10,8,1,58.3,63.3,0,8,8
10,9,1,29.391304347826086,66.04347826086956,0,9,9
10,10,1,6.588235294117647,74.88235294117646,0,10,10
11,1,1,23.11111111111111,13.666666666666666,0,1,1
11,2,1,49.714285714285715,13.5,0,2,2
11,3,1,68.0,19.5,0,3,3
11,4,1,33.0,30.5,0,4,4
11,5,1,60.22222222222222,31.5,0,5,5
11,6,1,91.375,39.4375,0,6,6
11,7,1,19.625,39.5625,0,7,7
11,8,1,44.125,68.125,0,8,8
11,9,1,31.714285714285715,79.5,0,9,9
11,10,1,63.5,85.22222222222223,0,10,10
11,11,1,10.0,86.6923076923077,0,11,11
12,1,1,74.15,5.95,0,1,1
12,2,1,10.842105263157896,16.05263157894737,0,2,2
12,3,1,32.69230769230769,17.923076923076923,0,3,3
12,4,1,61.0,19.0,0,4,4
12,5,1,45.08695652173913,21.869565217391305,0,5,5
12,6,1,52.65384615384615,24.73076923076923,0,6,6
12,7,1,14.387096774193548,30.35483870967742,0,7,7
12,8,1,74.76,36.6,0,8,8
12,9,1,86.53571428571429,37.892857142857146,0,9,9
12,10,1,51.806451612903224,49.16129032258065,0,10,10
12,11,1,67.82142857142857,48.642857142857146,0,11,11
12,12,1,47.4,52.8,0,12,12
12,13,1,88.7,54.63333333333333,0,13,13
12,14,1,58.15384615384615,60.0,0,14,14
12,15,1,72.1304347826087,60.43478260869565,0,15,15
12,16,1,25.363636363636363,62.0,0,16,16
12,17,1,16.5,67.5,0,17,17
12,18,1,33.833333333333336,68.73333333333333,0,18,18
12,19,1,63.7,69.7,0,19,19
12,20,1,92.46153846153847,71.76923076923077,0,20,20
12,21,1,71.67647058823529,73.11764705882354,0,21,21
12,22,1,24.444444444444443,79.92592592592592,0,22,22
12,23,1,38.39393939393939,82.0,0,23,23
12,24,1,50.41379310344828,81.10344827586206,0,24,24
12,25,1,76.0,88.0,0,25,25
12,26,1,26.615384615384617,89.38461538461539,0,26,26
12,27,1,68.86486486486487,88.8108108108108,0,27,27
12,28,1,14.181818181818182,91.45454545454545,0,28,28
13,1,1,62.333333333333336,5.888888888888889,0,1,1
13,2,1,15.733333333333333,6.8,0,2,2
13,3,1,19.464285714285715,9.607142857142858,0,3,3
13,4,1,54.73913043478261,10.130434782608695,0,4,4
13,5,1,31.384615384615383,11.384615384615385,0,5,5
13,6,1,85.33333333333333,13.761904761904763,0,6,6
13,7,1,48.725,14.8,0,7,7
13,8,1,5.928571428571429,15.857142857142858,0,8,8
13,9,1,88.73684210526316,22.68421052631579,0,9,9
13,10,1,57.87096774193548,25.161290322580644,0,10,10
13,11,1,69.41176470588235,27.11764705882353,0,11,11
13,12,1,13.26923076923077,28.73076923076923,0,12,12
13,13,1,28.46153846153846,32.61538461538461,0,13,13
13,14,1,46.56521739130435,33.91304347826087,0,14,14
13,15,1,90.70588235294117,34.26470588235294,0,15,15
13,16,1,57.125,38.15625,0,16,16
13,17,1,13.125,42.875,0,17,17
13,18,1,28.22222222222222,42.611111111111114,0,18,18
13,19,1,69.86666666666666,49.46666666666667,0,19,19
13,20,1,15.0,59.0,0,20,20
13,21,1,58.0,60.0,0,21,21
13,22,1,33.52173913043478,61.26086956521739,0,22,22
13,23,1,92.08333333333333,68.83333333333333,0,23,23
13,24,1,27.608695652173914,73.21739130434783,0,24,24
13,25,1,40.21739130434783,73.1304347826087,0,25,25
13,26,1,17.157894736842106,78.84210526315789,0,26,26
13,27,1,31.25925925925926,84.4074074074074,0,27,27
13,28,1,13.166666666666666,90.06666666666666,0,28,28
13,29,1,64.16666666666667,90.5,0,29,29
13,30,1,23.653846153846153,90.76923076923077,0,30,30
14,1,1,74.39393939393939,12.515151515151516,0,1,1
14,2,1,47.09090909090909,14.909090909090908,0,2,2
14,3,1,63.28947368421053,23.289473684210527,0,3,3
14,4,1,32.46666666666667,24.666666666666668,0,4,4
14,5,1,9.369565217391305,26.282608695652176,0,5,5
14,6,1,84.02127659574468,29.638297872340427,0,6,6
14,7,1,37.68421052631579,35.36842105263158,0,7,7
14,8,1,54.78947368421053,36.8421052631579,0,8,8
14,9,1,66.42307692307692,36.92307692307692,0,9,9
14,10,1,18.244444444444444,39.91111111111111,0,10,10
14,11,1,24.928571428571427,39.714285714285715,0,11,11
14,12,1,29.735294117647058,41.0,0,12,12
14,13,1,48.09375,47.5,0,13,13
14,14,1,25.393939393939394,53.57575757575758,0,14,14
14,15,1,12.275862068965518,54.310344827586206,0,15,15
14,16,1,42.38461538461539,55.30769230769231,0,16,16
14,17,1,69.1875,60.1875,0,17,17
14,18,1,45.035714285714285,64.35714285714286,0,18,18
14,19,1,31.208333333333332,67.125,0,19,19
14,20,1,89.625,68.8125,0,20,20
14,21,1,71.95,70.9,0,21,21
14,22,1,23.235294117647058,74.94117647058823,0,22,22
14,23,1,65.48387096774194,77.90322580645162,0,23,23
14,24,1,22.789473684210527,80.21052631578948,0,24,24
14,25,1,40.16129032258065,86.74193548387096,0,25,25
14,26,1,6.8125,91.625,0,26,26
15,1,1,38.8421052631579,6.2631578947368425,0,1,1
15,2,1,35.05263157894737,7.473684210526316,0,2,2
15,3,1,66.69565217391305,7.304347826086956,0,3,3
15,4,1,13.488888888888889,11.577777777777778,0,4,4
15,5,1,47.391304347826086,12.043478260869565,0,5,5
15,6,1,23.11627906976744,16.976744186046513,0,6,6
15,7,1,6.411764705882353,20.11764705882353,0,7,7
15,8,1,83.5,26.0,0,8,8
15,9,1,75.03225806451613,31.258064516129032,0,9,9
15,10,1,63.29545454545455,31.977272727272727,0,10,10
15,11,1,50.111111111111114,32.666666666666664,0,11,11
15,12,1,85.38095238095238,36.23809523809524,0,12,12
15,13,1,44.59090909090909,38.38636363636363,0,13,13
15,14,1,34.45454545454545,43.36363636363637,0,14,14
15,15,1,83.9375,46.9375,0,15,15
15,16,1,41.53061224489796,57.285714285714285,0,16,16
15,17,1,32.25,66.75,0,17,17
15,18,1,26.5,74.28571428571429,0,18,18
15,19,1,36.666666666666664,85.33333333333333,0,19,19
15,20,1,33.111111111111114,87.22222222222223,0,20,20
16,1,1,48.588235294117645,6.882352941176471,0,1,1
16,2,1,72.65,6.55,0,2,2
16,3,1,38.875,11.9375,0,3,3
16,4,1,42.416666666666664,14.25,0,4,4
16,5,1,6.333333333333333,16.0,0,5,5
16,6,1,83.72413793103448,19.655172413793103,0,6,6
16,7,1,71.17391304347827,21.73913043478261,0,7,7
16,8,1,37.266666666666666,32.333333333333336,0,8,8
16,9,1,46.65384615384615,33.65384615384615,0,9,9
16,10,1,62.81818181818182,36.81818181818182,0,10,10
16,11,1,32.666666666666664,37.888888888888886,0,11,11
16,12,1,60.18181818181818,39.45454545454545,0,12,12
16,13,1,41.875,46.666666666666664,0,13,13
16,14,1,30.285714285714285,49.68571428571428,0,14,14
16,15,1,81.28571428571429,55.2,0,15,15
16,16,1,91.6842105263158,55.8421052631579,0,16,16
16,17,1,63.432432432432435,57.054054054054056,0,17,17
16,18,1,18.125,59.333333333333336,0,18,18
16,19,1,51.28125,64.0,0,19,19
16,20,1,15.964285714285714,69.42857142857143,0,20,20
16,21,1,84.94117647058823,69.58823529411765,0,21,21
16,22,1,38.11764705882353,70.70588235294117,0,22,22
16,23,1,32.645161290322584,74.19354838709677,0,23,23
16,24,1,46.18518518518518,78.96296296296296,0,24,24
16,25,1,24.41176470588235,84.05882352941177,0,25,25
16,26,1,62.09090909090909,85.9090909090909,0,26,26
16,27,1,30.73913043478261,86.73913043478261,0,27,27
16,28,1,20.555555555555557,90.22222222222223,0,28,28
16,29,1,23.333333333333332,91.91666666666667,0,29,29
17,1,1,16.310344827586206,7.862068965517241,0,1,1
17,2,1,57.64705882352941,9.617647058823529,0,2,2
17,3,1,88.61538461538461,10.615384615384615,0,3,3
17,4,1,41.76470588235294,12.117647058823529,0,4,4
17,5,1,28.636363636363637,18.318181818181817,0,5,5
17,6,1,47.583333333333336,24.166666666666668,0,6,6
17,7,1,82.1470588235294,26.941176470588236,0,7,7
17,8,1,20.4,29.44,0,8,8
17,9,1,77.75,32.464285714285715,0,9,9
17,10,1,41.89473684210526,34.578947368421055,0,10,10
17,11,1,66.89473684210526,36.578947368421055,0,11,11
17,12,1,62.21739130434783,36.34782608695652,0,12,12
17,13,1,15.548387096774194,42.903225806451616,0,13,13
17,14,1,76.0,51.82608695652174,0,14,14
17,15,1,45.76470588235294,53.588235294117645,0,15,15
17,16,1,35.8125,54.875,0,16,16
17,17,1,53.875,56.125,0,17,17
17,18,1,25.11111111111111,68.5,0,18,18
17,19,1,63.10344827586207,71.3103448275862,0,19,19
17,20,1,37.6,73.475,0,20,20
17,21,1,70.61538461538461,73.38461538461539,0,21,21
17,22,1,80.5,73.5,0,22,22
17,23,1,7.413793103448276,79.65517241379311,0,23,23
17,24,1,64.33333333333333,85.11111111111111,0,24,24
17,25,1,12.5,86.19444444444444,0,25,25
17,26,1,78.85714285714286,87.66666666666667,0,26,26
18,1,1,80.5,6.285714285714286,0,1,1
18,2,1,18.125,9.125,0,2,2
18,3,1,51.88235294117647,8.588235294117647,0,3,3
18,4,1,58.90909090909091,9.363636363636363,0,4,4
18,5,1,25.05,15.25,0,5,5
18,6,1,79.5,15.5,0,6,6
18,7,1,37.0,20.307692307692307,0,7,7
18,8,1,52.38709677419355,21.258064516129032,0,8,8
18,9,1,47.1875,22.1875,0,9,9
18,10,1,67.35,24.4,0,10,10
18,11,1,33.111111111111114,29.0,0,11,11
18,12,1,5.916666666666667,29.916666666666668,0,12,12
18,13,1,90.88235294117646,32.411764705882355,0,13,13
18,14,1,80.83333333333333,34.083333333333336,0,14,14
18,15,1,62.46666666666667,36.63333333333333,0,15,15
18,16,1,39.31818181818182,37.95454545454545,0,16,16
18,17,1,88.75,44.785714285714285,0,17,17
18,18,1,16.91304347826087,47.43478260869565,0,18,18
18,19,1,77.6086956521739,47.91304347826087,0,19,19
18,20,1,6.318181818181818,50.36363636363637,0,20,20
18,21,1,24.5,51.5,0,21,21
18,22,1,49.421052631578945,52.31578947368421,0,22,22
18,23,1,19.0,57.5,0,23,23
18,24,1,37.625,57.208333333333336,0,24,24
18,25,1,60.25,56.75,0,25,25
18,26,1,69.4,58.4,0,26,26
18,27,1,81.5,57.833333333333336,0,27,27
18,28,1,16.933333333333334,64.26666666666667,0,28,28
18,29,1,31.52,65.4,0,29,29
18,30,1,42.0,66.0,0,30,30
18,31,1,53.714285714285715,66.35714285714286,0,31,31
